WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,TENURE_START_DATE,TENURE_END_DATE,SANCTION_DATE,FILE_STATUS,ATTACH_ID,Total_Amt
Normal/Others,WS/MP187/2023-2024/1199-Construction of rooms and halls in school and colleges,Uttar Pradesh,1,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),"Construction of Class room
Sompal Singh Memorial Public School ",14-Jun-2023,1,545,Vendor Identification,LN/MP187/2023-2024/1,1000000.0,1,Sitting Rajya Sabha,1199,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Nov-2023,,,
Normal/Others,WS/MP187/2023-2024/1200-Construction of rooms and halls in school and colleges,Uttar Pradesh,1,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),"Construction of Class room and Hall
Sainik Veer Abdul Hamid Uchhtar madhyamik Vidyalaya",14-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/1,1000000.0,2,Sitting Rajya Sabha,1200,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",08-Dec-2023,,,
Normal/Others,WS/MP187/2023-2024/1211-Construction of rooms and halls in school and colleges,Uttar Pradesh,1,ETAWAH(DISTRICT MAGISTRATE ETAWAH_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),"Construction of Classroom and hall
Galaxy Public School lakhna",14-Jun-2023,1,545,Work Completed,LN/MP187/2023-2024/3,1000000.0,3,Sitting Rajya Sabha,1211,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",15-Mar-2024,True,1695968,
Normal/Others,"WS/MP001/2023-2024/1215-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Shri Shambhu Sharan Patel (2022-28),P.C.C ??? ?? ??????? ,14-Jun-2023,1,545,Work Completed,LN/MP001/2023-2024/1,1484933.0,4,Sitting Rajya Sabha,1215,"Jul 8, 2022 12:00:00 AM","Jul 7, 2028 11:59:59 PM",12-Aug-2023,,,
Normal/Others,"WS/MP001/2023-2024/1216-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Shri Shambhu Sharan Patel (2022-28),P.C.C ??? ?? ??????? ,14-Jun-2023,1,545,Work Completed,LN/MP001/2023-2024/1,1486089.0,5,Sitting Rajya Sabha,1216,"Jul 8, 2022 12:00:00 AM","Jul 7, 2028 11:59:59 PM",12-Aug-2023,,,
Normal/Others,"WS/MP001/2023-2024/1217-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Shri Shambhu Sharan Patel (2022-28),P.C.C ??? ?? ??????? ,14-Jun-2023,1,545,Work Completed,LN/MP001/2023-2024/1,1484550.0,6,Sitting Rajya Sabha,1217,"Jul 8, 2022 12:00:00 AM","Jul 7, 2028 11:59:59 PM",12-Aug-2023,,,
Normal/Others,"WS/MP001/2023-2024/1218-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Shri Shambhu Sharan Patel (2022-28),P.C.C ??? ?? ???????,14-Jun-2023,1,545,Physical Inspection,LN/MP001/2023-2024/1,1484940.0,7,Sitting Rajya Sabha,1218,"Jul 8, 2022 12:00:00 AM","Jul 7, 2028 11:59:59 PM",12-Aug-2023,True,342211,
Normal/Others,WS/MP190/2023-2024/1301-Street lights,Uttar Pradesh,1,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),Sitting MP,Shri Mithlesh Kumar (2022-28),LED Semi HighMast Light,19-Jun-2023,1,545,Physical Inspection,LN/MP190/2023-2024/1,243000.0,8,Sitting Rajya Sabha,1301,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",24-Aug-2023,True,2187290,
Normal/Others,WS/MP190/2023-2024/1302-Street lights,Uttar Pradesh,1,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),Sitting MP,Shri Mithlesh Kumar (2022-28),LED Semi Highmast Light,19-Jun-2023,1,545,Physical Inspection,LN/MP190/2023-2024/1,243000.0,9,Sitting Rajya Sabha,1302,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",24-Aug-2023,True,2187287,
Normal/Others,WS/MP190/2023-2024/1303-Street lights,Uttar Pradesh,1,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),Sitting MP,Shri Mithlesh Kumar (2022-28),LED SEMI High Mast Light,19-Jun-2023,1,545,Physical Inspection,LN/MP190/2023-2024/1,243000.0,10,Sitting Rajya Sabha,1303,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",24-Aug-2023,True,2187286,
Normal/Others,WS/MP190/2023-2024/1304-Street lights,Uttar Pradesh,1,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),Sitting MP,Shri Mithlesh Kumar (2022-28),LED Semi Highmast Light,19-Jun-2023,1,545,Physical Inspection,LN/MP190/2023-2024/1,243000.0,11,Sitting Rajya Sabha,1304,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",24-Aug-2023,True,2187288,
Normal/Others,WS/MP190/2023-2024/1305-Street lights,Uttar Pradesh,1,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),Sitting MP,Shri Mithlesh Kumar (2022-28),LED Semi Highmast Light,19-Jun-2023,1,545,Physical Inspection,LN/MP190/2023-2024/1,243000.0,12,Sitting Rajya Sabha,1305,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",24-Aug-2023,True,2187289,
Normal/Others,WS/MP187/2023-2024/1362-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Light ( 6 lights) ,21-Jun-2023,1,545,Work Completed,LN/MP187/2023-2024/4,283000.0,13,Sitting Rajya Sabha,1362,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,17939,
Normal/Others,WS/MP187/2023-2024/1363-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Light ( 6 lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,14,Sitting Rajya Sabha,1363,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,,,
Normal/Others,WS/MP187/2023-2024/1364-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Lights ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,15,Sitting Rajya Sabha,1364,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,,,
Normal/Others,WS/MP187/2023-2024/1365-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Light ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,16,Sitting Rajya Sabha,1365,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,,,
Normal/Others,WS/MP187/2023-2024/1366-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High MAsk Street Light ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,17,Sitting Rajya Sabha,1366,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053215,
Normal/Others,WS/MP187/2023-2024/1367-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Light,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,18,Sitting Rajya Sabha,1367,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,,,
Normal/Others,WS/MP187/2023-2024/1368-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High MAsk Street Lights ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,19,Sitting Rajya Sabha,1368,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,,,
Normal/Others,WS/MP187/2023-2024/1369-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Lights ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,20,Sitting Rajya Sabha,1369,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,,,
Normal/Others,WS/MP187/2023-2024/1370-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High MAsk Street Lights ( 6 lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,21,Sitting Rajya Sabha,1370,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053314,
Normal/Others,WS/MP187/2023-2024/1371-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Light ( 6 lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,22,Sitting Rajya Sabha,1371,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053313,
Normal/Others,WS/MP187/2023-2024/1372-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Light ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,23,Sitting Rajya Sabha,1372,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053312,
Normal/Others,WS/MP187/2023-2024/1373-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High MAsk Street Light ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,24,Sitting Rajya Sabha,1373,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053311,
Normal/Others,WS/MP187/2023-2024/1374-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High MAsk Street Lights ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,25,Sitting Rajya Sabha,1374,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053310,
Normal/Others,WS/MP187/2023-2024/1375-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask StreetLights ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,26,Sitting Rajya Sabha,1375,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053309,
Normal/Others,WS/MP187/2023-2024/1376-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Light ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,27,Sitting Rajya Sabha,1376,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053308,
Normal/Others,WS/MP187/2023-2024/1377-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High MaskStreet Lights ( 6 Light) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,28,Sitting Rajya Sabha,1377,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053307,
Normal/Others,WS/MP187/2023-2024/1378-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High MAsk Street Light ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,29,Sitting Rajya Sabha,1378,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053306,
Normal/Others,WS/MP187/2023-2024/1379-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street  Light ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,30,Sitting Rajya Sabha,1379,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053305,
Normal/Others,WS/MP187/2023-2024/1380-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Lights ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,31,Sitting Rajya Sabha,1380,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053304,
Normal/Others,WS/MP187/2023-2024/1381-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask Street Light ( 6 Lights) ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/4,283000.0,32,Sitting Rajya Sabha,1381,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053303,
Normal/Others,"WS/MP001/2023-2024/1411-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Shri Shambhu Sharan Patel (2022-28),???? ????? ??? ?? ???????  ???? ??? ???? ????? ??? ???? ??? ????? ????? ?? ?? ?? ??. ???  ??? ???? ?? ?? ?? ?? ???? ???? ???? ??? ??? ???? ???? ??? ??? ??? ?? ???????  ,21-Jun-2023,1,545,Physical Inspection,LN/MP001/2023-2024/2,1484100.0,33,Sitting Rajya Sabha,1411,"Jul 8, 2022 12:00:00 AM","Jul 7, 2028 11:59:59 PM",15-Sep-2023,True,342004,
Normal/Others,WS/MP187/2023-2024/1419-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,34,Sitting Rajya Sabha,1419,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053302,
Normal/Others,WS/MP187/2023-2024/1420-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,35,Sitting Rajya Sabha,1420,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053301,
Normal/Others,WS/MP187/2023-2024/1421-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,36,Sitting Rajya Sabha,1421,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053300,
Normal/Others,WS/MP187/2023-2024/1422-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,37,Sitting Rajya Sabha,1422,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053299,
Normal/Others,WS/MP187/2023-2024/1423-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,38,Sitting Rajya Sabha,1423,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053298,
Normal/Others,WS/MP187/2023-2024/1424-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,39,Sitting Rajya Sabha,1424,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053297,
Normal/Others,WS/MP187/2023-2024/1425-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,40,Sitting Rajya Sabha,1425,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053296,
Normal/Others,WS/MP187/2023-2024/1426-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,41,Sitting Rajya Sabha,1426,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053295,
Normal/Others,WS/MP187/2023-2024/1427-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,42,Sitting Rajya Sabha,1427,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053294,
Normal/Others,WS/MP187/2023-2024/1428-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/5,283000.0,43,Sitting Rajya Sabha,1428,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053293,
Normal/Others,WS/MP187/2023-2024/1429-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,44,Sitting Rajya Sabha,1429,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053292,
Normal/Others,WS/MP187/2023-2024/1430-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,45,Sitting Rajya Sabha,1430,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053291,
Normal/Others,WS/MP187/2023-2024/1431-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,46,Sitting Rajya Sabha,1431,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053290,
Normal/Others,WS/MP187/2023-2024/1432-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,47,Sitting Rajya Sabha,1432,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053289,
Normal/Others,WS/MP187/2023-2024/1433-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,48,Sitting Rajya Sabha,1433,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053214,
Normal/Others,WS/MP187/2023-2024/1434-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,49,Sitting Rajya Sabha,1434,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053213,
Normal/Others,WS/MP187/2023-2024/1435-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,50,Sitting Rajya Sabha,1435,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053288,
Normal/Others,WS/MP187/2023-2024/1436-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),DUDHIYa MANDIR PILIBHIT ,21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,51,Sitting Rajya Sabha,1436,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053241,
Normal/Others,WS/MP187/2023-2024/1437-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,52,Sitting Rajya Sabha,1437,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053287,
Normal/Others,WS/MP187/2023-2024/1438-Street lights,Uttar Pradesh,1,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Sitting MP,Shri Javed Ali Khan (2022-28),High Mask LED Street Light ( 6 Lights),21-Jun-2023,1,545,Physical Inspection,LN/MP187/2023-2024/6,283000.0,53,Sitting Rajya Sabha,1438,"Jul 5, 2022 12:00:00 AM","Jul 4, 2028 11:59:59 PM",07-Jul-2023,True,2053286,
Normal/Others,"WS/MP106/2023-2024/1439-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,1,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Sitting MP,Shri Vivek K. Tankha (2022-28),paber block work in ground government sanjay middle school police narsinghpur,22-Jun-2023,1,545,Physical Inspection,LN/MP106/2023-2024/1,500000.0,54,Sitting Rajya Sabha,1439,"Jun 30, 2022 12:00:00 AM","Jun 29, 2028 11:59:59 PM",20-Sep-2023,True,92618,
Normal/Others,WS/MP106/2025-2026/1464-Construction of culverts and bridges,Madhya Pradesh,1,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Sitting MP,Shri Vivek K. Tankha (2022-28),"Gram Panchayat Nuniya Kalan, Janpad Panchayat Panagar ke gram Nuniya Kalan ke Bajrai Nala ke pas Puliya nirman, Jabalpur",22-Jun-2023,1,545,Work partially Completed,LN/MP106/2023-2024/3,500000.0,55,Sitting Rajya Sabha,1464,"Jun 30, 2022 12:00:00 AM","Jun 29, 2028 11:59:59 PM",31-Jan-2026,,,
Normal/Others,"WS/MP001/2023-2024/1487-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Shri Shambhu Sharan Patel (2022-28),"?????? ???? ????, ??? ?????? ??? ??0??0??0 ??? ?? ??????? ????? ? ",23-Jun-2023,1,545,Physical Inspection,LN/MP001/2023-2024/3,1385546.0,56,Sitting Rajya Sabha,1487,"Jul 8, 2022 12:00:00 AM","Jul 7, 2028 11:59:59 PM",26-Oct-2023,True,852930,
Normal/Others,"WS/MP001/2023-2024/1488-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,1,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Sitting MP,Shri Shambhu Sharan Patel (2022-28),??0??0??0 ??? ?? ??????? ????? ,23-Jun-2023,1,545,Physical Inspection,LN/MP001/2023-2024/3,1486150.0,57,Sitting Rajya Sabha,1488,"Jul 8, 2022 12:00:00 AM","Jul 7, 2028 11:59:59 PM",26-Oct-2023,True,571050,
