project_id,ml_anomaly_risk,ml_prediction,ml_decision_score
208078.0,1.1,NORMAL,0.2021
208079.0,1.4,NORMAL,0.2005
208080.0,1.4,NORMAL,0.2005
208081.0,1.3,NORMAL,0.2009
208082.0,24.7,NORMAL,0.089
208083.0,1.3,NORMAL,0.2012
208084.0,1.3,NORMAL,0.2011
208085.0,1.3,NORMAL,0.2011
208087.0,14.9,NORMAL,0.1359
208089.0,27.7,NORMAL,0.0745
208090.0,12.1,NORMAL,0.1492
208091.0,12.5,NORMAL,0.1473
208092.0,12.5,NORMAL,0.1473
208093.0,0.8,NORMAL,0.2034
208098.0,2.6,NORMAL,0.1949
208099.0,14.6,NORMAL,0.1372
208100.0,10.3,NORMAL,0.1579
208101.0,34.1,NORMAL,0.0439
208102.0,3.8,NORMAL,0.1892
208103.0,2.3,NORMAL,0.1961
208104.0,0.9,NORMAL,0.2029
208105.0,2.7,NORMAL,0.1941
208106.0,61.5,ANOMALY,-0.0875
208107.0,23.8,NORMAL,0.0929
208108.0,36.2,NORMAL,0.0337
208109.0,5.1,NORMAL,0.1828
208110.0,15.6,NORMAL,0.1324
208111.0,13.1,NORMAL,0.1447
208112.0,13.1,NORMAL,0.1447
208113.0,13.1,NORMAL,0.1447
208114.0,35.4,NORMAL,0.0374
208115.0,13.1,NORMAL,0.1447
208116.0,7.3,NORMAL,0.1724
208119.0,5.6,NORMAL,0.1804
208120.0,5.6,NORMAL,0.1804
208122.0,5.6,NORMAL,0.1804
208123.0,5.6,NORMAL,0.1804
208124.0,29.0,NORMAL,0.0683
208125.0,30.0,NORMAL,0.0634
208126.0,27.6,NORMAL,0.075
208127.0,23.1,NORMAL,0.0963
208128.0,5.6,NORMAL,0.1804
208129.0,27.6,NORMAL,0.075
208130.0,29.0,NORMAL,0.0683
208131.0,39.3,NORMAL,0.0187
208132.0,30.0,NORMAL,0.0634
208133.0,16.0,NORMAL,0.1304
208134.0,21.9,NORMAL,0.1021
208135.0,25.4,NORMAL,0.0856
208136.0,25.4,NORMAL,0.0856
208137.0,30.0,NORMAL,0.0634
208138.0,10.4,NORMAL,0.1572
208139.0,1.0,NORMAL,0.2026
208141.0,42.9,NORMAL,0.0015
208142.0,4.4,NORMAL,0.186
208153.0,15.0,NORMAL,0.1354
208155.0,6.0,NORMAL,0.1783
208156.0,2.8,NORMAL,0.1939
208157.0,9.7,NORMAL,0.161
208158.0,4.4,NORMAL,0.186
208159.0,17.4,NORMAL,0.1237
208160.0,14.3,NORMAL,0.1385
208161.0,26.5,NORMAL,0.0801
208162.0,0.1,NORMAL,0.2067
208163.0,16.2,NORMAL,0.1294
208164.0,40.1,NORMAL,0.0148
208165.0,30.4,NORMAL,0.0618
208166.0,21.5,NORMAL,0.1042
208167.0,30.3,NORMAL,0.0622
208169.0,15.3,NORMAL,0.134
208188.0,5.7,NORMAL,0.1798
208192.0,5.7,NORMAL,0.1798
208194.0,21.3,NORMAL,0.1052
208195.0,20.9,NORMAL,0.107
208197.0,27.4,NORMAL,0.0758
208199.0,25.0,NORMAL,0.0874
208200.0,0.1,NORMAL,0.2067
208213.0,41.7,NORMAL,0.0075
208214.0,35.1,NORMAL,0.0392
208215.0,35.1,NORMAL,0.039
208216.0,2.9,NORMAL,0.1932
208217.0,5.6,NORMAL,0.1806
208218.0,0.0,NORMAL,0.2071
208220.0,25.3,NORMAL,0.0858
208221.0,1.8,NORMAL,0.1988
208222.0,9.9,NORMAL,0.1597
208223.0,9.9,NORMAL,0.1597
208224.0,9.9,NORMAL,0.1597
208225.0,9.9,NORMAL,0.1597
208226.0,9.2,NORMAL,0.1629
208227.0,9.9,NORMAL,0.1597
208228.0,9.9,NORMAL,0.1597
208229.0,9.9,NORMAL,0.1597
208230.0,9.7,NORMAL,0.1607
208231.0,9.2,NORMAL,0.1629
208232.0,9.9,NORMAL,0.1597
208233.0,2.3,NORMAL,0.1961
208234.0,0.9,NORMAL,0.2029
208235.0,0.9,NORMAL,0.2029
208236.0,2.4,NORMAL,0.196
208237.0,3.6,NORMAL,0.1898
208238.0,0.7,NORMAL,0.2038
208239.0,1.2,NORMAL,0.2013
208240.0,0.9,NORMAL,0.2029
208241.0,0.9,NORMAL,0.2029
208242.0,2.4,NORMAL,0.1956
208243.0,0.9,NORMAL,0.2029
208245.0,2.2,NORMAL,0.1968
208246.0,0.9,NORMAL,0.2029
208247.0,0.9,NORMAL,0.2029
208248.0,1.8,NORMAL,0.1988
208249.0,0.9,NORMAL,0.2029
208250.0,0.9,NORMAL,0.2029
208251.0,2.0,NORMAL,0.1975
208254.0,31.3,NORMAL,0.0572
208257.0,43.7,ANOMALY,-0.0023
208258.0,12.1,NORMAL,0.1494
208259.0,21.7,NORMAL,0.1032
208260.0,12.1,NORMAL,0.1494
208261.0,3.9,NORMAL,0.1885
208262.0,8.7,NORMAL,0.1658
208263.0,9.6,NORMAL,0.1612
208265.0,30.2,NORMAL,0.0625
208269.0,3.8,NORMAL,0.1891
208271.0,3.2,NORMAL,0.1918
208272.0,6.1,NORMAL,0.1781
208274.0,2.0,NORMAL,0.1978
208276.0,31.5,NORMAL,0.0564
208277.0,4.0,NORMAL,0.1883
208278.0,4.9,NORMAL,0.1839
208280.0,4.9,NORMAL,0.1839
208281.0,0.7,NORMAL,0.2037
208282.0,6.9,NORMAL,0.1741
208283.0,3.6,NORMAL,0.1899
208284.0,3.4,NORMAL,0.1912
208285.0,3.4,NORMAL,0.191
208286.0,2.2,NORMAL,0.1968
208287.0,2.1,NORMAL,0.1971
208288.0,2.4,NORMAL,0.1956
208289.0,2.2,NORMAL,0.1968
208290.0,2.4,NORMAL,0.1958
208291.0,2.4,NORMAL,0.1956
208292.0,2.4,NORMAL,0.1956
208293.0,2.3,NORMAL,0.1961
208294.0,3.6,NORMAL,0.1899
208295.0,1.2,NORMAL,0.2017
208296.0,13.0,NORMAL,0.1449
208297.0,10.4,NORMAL,0.1575
208298.0,10.3,NORMAL,0.1579
208299.0,11.0,NORMAL,0.1545
208300.0,14.2,NORMAL,0.139
208301.0,3.6,NORMAL,0.1899
208302.0,17.9,NORMAL,0.1215
208303.0,20.6,NORMAL,0.1085
208304.0,0.9,NORMAL,0.2031
208305.0,0.9,NORMAL,0.2031
208306.0,4.4,NORMAL,0.186
208307.0,0.9,NORMAL,0.2031
208309.0,0.7,NORMAL,0.2041
208310.0,26.0,NORMAL,0.0826
208311.0,33.4,NORMAL,0.0473
208312.0,0.1,NORMAL,0.207
208313.0,0.1,NORMAL,0.207
208314.0,6.1,NORMAL,0.1782
208315.0,6.1,NORMAL,0.1782
208316.0,8.5,NORMAL,0.1667
208317.0,5.3,NORMAL,0.1819
208318.0,2.7,NORMAL,0.1945
208320.0,2.5,NORMAL,0.1954
208321.0,2.9,NORMAL,0.1935
208322.0,2.5,NORMAL,0.1954
208323.0,2.9,NORMAL,0.1935
208324.0,3.7,NORMAL,0.1896
208325.0,4.2,NORMAL,0.1871
208326.0,2.3,NORMAL,0.1965
208327.0,6.2,NORMAL,0.1775
208329.0,2.3,NORMAL,0.1965
208332.0,4.6,NORMAL,0.1855
208333.0,3.6,NORMAL,0.1902
208334.0,34.1,NORMAL,0.0438
208335.0,10.5,NORMAL,0.1572
208337.0,9.1,NORMAL,0.1636
208338.0,27.4,NORMAL,0.0761
208339.0,17.8,NORMAL,0.1221
208340.0,27.4,NORMAL,0.0761
208341.0,27.2,NORMAL,0.0771
208343.0,14.4,NORMAL,0.1384
208344.0,6.2,NORMAL,0.1776
208345.0,7.8,NORMAL,0.17
208346.0,7.6,NORMAL,0.1708
208347.0,10.5,NORMAL,0.157
208348.0,8.8,NORMAL,0.1649
208349.0,8.8,NORMAL,0.1649
208350.0,20.6,NORMAL,0.1085
208353.0,41.3,NORMAL,0.0094
208354.0,53.3,ANOMALY,-0.0482
208355.0,58.7,ANOMALY,-0.074
208359.0,0.1,NORMAL,0.207
208362.0,40.1,NORMAL,0.0151
208363.0,6.3,NORMAL,0.177
208364.0,6.6,NORMAL,0.1758
208365.0,5.8,NORMAL,0.1795
208366.0,5.8,NORMAL,0.1795
208367.0,5.8,NORMAL,0.1795
208368.0,5.8,NORMAL,0.1795
208369.0,5.8,NORMAL,0.1795
208370.0,5.8,NORMAL,0.1795
208371.0,5.8,NORMAL,0.1795
208372.0,5.8,NORMAL,0.1795
208373.0,5.8,NORMAL,0.1795
208374.0,5.8,NORMAL,0.1795
208376.0,13.5,NORMAL,0.1427
208377.0,13.5,NORMAL,0.1427
208379.0,21.1,NORMAL,0.106
208380.0,12.9,NORMAL,0.1453
208381.0,1.3,NORMAL,0.2009
208382.0,1.3,NORMAL,0.2009
208384.0,23.0,NORMAL,0.0972
208386.0,8.1,NORMAL,0.1686
208388.0,15.5,NORMAL,0.1331
208389.0,14.4,NORMAL,0.1383
208390.0,15.9,NORMAL,0.1311
208391.0,21.1,NORMAL,0.106
208392.0,20.3,NORMAL,0.11
208394.0,37.8,NORMAL,0.0259
208397.0,4.5,NORMAL,0.1857
208398.0,41.3,NORMAL,0.0093
208399.0,1.3,NORMAL,0.2009
208400.0,18.9,NORMAL,0.1169
208401.0,27.2,NORMAL,0.077
208402.0,0.8,NORMAL,0.2032
208403.0,29.1,NORMAL,0.0677
208404.0,21.1,NORMAL,0.106
208406.0,6.8,NORMAL,0.1746
208407.0,58.8,ANOMALY,-0.0748
208408.0,58.8,ANOMALY,-0.0748
208409.0,58.8,ANOMALY,-0.0748
208410.0,59.0,ANOMALY,-0.0755
208411.0,7.1,NORMAL,0.1734
208412.0,7.1,NORMAL,0.1734
208413.0,7.1,NORMAL,0.1734
208415.0,2.1,NORMAL,0.1975
208416.0,3.5,NORMAL,0.1905
208417.0,16.9,NORMAL,0.1264
208419.0,2.0,NORMAL,0.1979
208420.0,2.0,NORMAL,0.1979
208421.0,1.7,NORMAL,0.1991
208422.0,3.6,NORMAL,0.1899
208423.0,6.6,NORMAL,0.1754
208424.0,7.4,NORMAL,0.172
208425.0,7.4,NORMAL,0.172
208426.0,7.2,NORMAL,0.1727
208427.0,7.2,NORMAL,0.1727
208428.0,7.1,NORMAL,0.173
208429.0,7.4,NORMAL,0.172
208430.0,3.3,NORMAL,0.1913
208431.0,3.3,NORMAL,0.1913
208433.0,26.0,NORMAL,0.0826
208434.0,27.0,NORMAL,0.078
208435.0,27.0,NORMAL,0.078
208437.0,26.8,NORMAL,0.0789
208438.0,37.8,NORMAL,0.026
208439.0,43.0,NORMAL,0.0009
208440.0,42.7,NORMAL,0.0026
208443.0,28.8,NORMAL,0.0691
208444.0,45.5,ANOMALY,-0.0109
208452.0,47.1,ANOMALY,-0.0183
208453.0,0.0,NORMAL,0.2071
208454.0,7.6,NORMAL,0.1707
208456.0,48.3,ANOMALY,-0.0244
208461.0,75.7,ANOMALY,-0.1555
208462.0,1.5,NORMAL,0.1999
208463.0,6.4,NORMAL,0.1766
208464.0,2.1,NORMAL,0.1974
208470.0,9.9,NORMAL,0.1596
208474.0,59.8,ANOMALY,-0.0795
208475.0,44.1,ANOMALY,-0.004
208477.0,16.1,NORMAL,0.1303
208480.0,54.3,ANOMALY,-0.053
208481.0,5.4,NORMAL,0.1816
208483.0,0.0,NORMAL,0.2071
208489.0,21.6,NORMAL,0.1037
208490.0,38.3,NORMAL,0.0238
208491.0,31.6,NORMAL,0.0557
208492.0,27.1,NORMAL,0.0772
208493.0,12.1,NORMAL,0.1493
208494.0,14.2,NORMAL,0.1391
208495.0,9.2,NORMAL,0.1633
208502.0,3.9,NORMAL,0.1888
208503.0,5.0,NORMAL,0.1833
208509.0,7.1,NORMAL,0.1731
208513.0,11.4,NORMAL,0.1526
208514.0,13.4,NORMAL,0.1429
208515.0,21.6,NORMAL,0.1037
208516.0,5.1,NORMAL,0.1826
208519.0,0.6,NORMAL,0.2044
208521.0,0.1,NORMAL,0.2067
208522.0,0.6,NORMAL,0.2044
208524.0,22.7,NORMAL,0.0984
208525.0,22.7,NORMAL,0.0984
208526.0,22.7,NORMAL,0.0984
208527.0,23.2,NORMAL,0.0959
208528.0,22.4,NORMAL,0.1
208529.0,22.7,NORMAL,0.0984
208530.0,22.7,NORMAL,0.0984
208531.0,22.7,NORMAL,0.0984
208532.0,22.7,NORMAL,0.0984
208533.0,22.7,NORMAL,0.0984
208541.0,7.3,NORMAL,0.1724
208542.0,2.7,NORMAL,0.1943
208543.0,5.8,NORMAL,0.1793
208544.0,5.8,NORMAL,0.1793
208545.0,5.8,NORMAL,0.1793
208546.0,5.8,NORMAL,0.1793
208547.0,5.8,NORMAL,0.1793
208548.0,5.8,NORMAL,0.1793
208549.0,5.8,NORMAL,0.1793
208550.0,5.8,NORMAL,0.1793
208551.0,5.8,NORMAL,0.1793
208553.0,5.8,NORMAL,0.1793
208555.0,5.4,NORMAL,0.1814
208556.0,5.4,NORMAL,0.1814
208557.0,5.4,NORMAL,0.1814
208558.0,5.4,NORMAL,0.1814
208559.0,5.4,NORMAL,0.1814
208563.0,0.0,NORMAL,0.2073
208564.0,11.9,NORMAL,0.1503
208565.0,11.9,NORMAL,0.1503
208566.0,11.9,NORMAL,0.1503
208567.0,11.9,NORMAL,0.1503
208568.0,11.9,NORMAL,0.1503
208569.0,11.9,NORMAL,0.1503
208570.0,11.9,NORMAL,0.1503
208571.0,11.9,NORMAL,0.1503
208572.0,11.9,NORMAL,0.1503
208573.0,11.9,NORMAL,0.1503
208574.0,11.9,NORMAL,0.1503
208575.0,11.9,NORMAL,0.1503
208576.0,11.9,NORMAL,0.1503
208577.0,3.8,NORMAL,0.1889
208578.0,46.3,ANOMALY,-0.0149
208581.0,5.8,NORMAL,0.1797
208582.0,31.3,NORMAL,0.0571
208584.0,4.2,NORMAL,0.187
208585.0,4.2,NORMAL,0.187
208586.0,3.4,NORMAL,0.1912
208587.0,3.4,NORMAL,0.1912
208588.0,3.4,NORMAL,0.1912
208589.0,3.4,NORMAL,0.1912
208590.0,3.4,NORMAL,0.1912
208591.0,3.4,NORMAL,0.1912
208592.0,3.3,NORMAL,0.1913
208593.0,3.3,NORMAL,0.1913
208594.0,3.3,NORMAL,0.1913
208595.0,3.3,NORMAL,0.1913
208596.0,3.3,NORMAL,0.1913
208597.0,4.5,NORMAL,0.1857
208598.0,3.0,NORMAL,0.1927
208600.0,6.5,NORMAL,0.1763
208602.0,1.5,NORMAL,0.1999
208603.0,0.1,NORMAL,0.2067
208610.0,1.5,NORMAL,0.2002
208611.0,2.0,NORMAL,0.1979
208612.0,7.3,NORMAL,0.1721
208613.0,11.1,NORMAL,0.1541
208614.0,9.9,NORMAL,0.1601
208615.0,9.9,NORMAL,0.1601
208616.0,9.9,NORMAL,0.1601
208617.0,9.9,NORMAL,0.1601
208618.0,9.9,NORMAL,0.1601
208619.0,8.9,NORMAL,0.1646
208620.0,9.9,NORMAL,0.1601
208621.0,8.9,NORMAL,0.1646
208622.0,9.9,NORMAL,0.1601
208623.0,9.3,NORMAL,0.1626
208624.0,10.3,NORMAL,0.1581
208625.0,10.3,NORMAL,0.1581
208626.0,9.3,NORMAL,0.1626
208627.0,9.3,NORMAL,0.1626
208628.0,7.7,NORMAL,0.1702
208629.0,7.7,NORMAL,0.1702
208630.0,7.4,NORMAL,0.1718
208631.0,7.4,NORMAL,0.1718
208632.0,46.3,ANOMALY,-0.0149
208633.0,1.5,NORMAL,0.2002
208634.0,7.4,NORMAL,0.1718
208635.0,0.1,NORMAL,0.2067
208636.0,1.5,NORMAL,0.2002
208638.0,0.1,NORMAL,0.2067
208639.0,26.0,NORMAL,0.0828
208640.0,64.2,ANOMALY,-0.1007
208641.0,56.6,ANOMALY,-0.0641
208642.0,69.4,ANOMALY,-0.1256
208643.0,9.2,NORMAL,0.1632
208647.0,25.6,NORMAL,0.0847
208648.0,62.7,ANOMALY,-0.0931
208649.0,0.5,NORMAL,0.2047
208650.0,1.3,NORMAL,0.2009
208657.0,86.0,ANOMALY,-0.2052
208658.0,0.1,NORMAL,0.2067
208659.0,0.6,NORMAL,0.2046
208660.0,0.6,NORMAL,0.2046
208661.0,0.6,NORMAL,0.2046
208662.0,0.1,NORMAL,0.2066
208663.0,6.2,NORMAL,0.1776
208664.0,0.0,NORMAL,0.2071
208665.0,6.2,NORMAL,0.1776
208666.0,8.8,NORMAL,0.1652
208667.0,0.3,NORMAL,0.206
208668.0,5.4,NORMAL,0.1813
208669.0,0.6,NORMAL,0.2042
208670.0,0.6,NORMAL,0.2046
208672.0,14.0,NORMAL,0.1403
208673.0,2.4,NORMAL,0.1957
208674.0,1.7,NORMAL,0.1992
208675.0,0.0,NORMAL,0.2073
208676.0,26.5,NORMAL,0.0803
208677.0,41.6,NORMAL,0.0079
208678.0,0.1,NORMAL,0.2067
208679.0,30.6,NORMAL,0.0607
208680.0,33.3,NORMAL,0.0478
208681.0,25.1,NORMAL,0.0872
208682.0,16.5,NORMAL,0.1281
208683.0,2.4,NORMAL,0.1957
208684.0,16.3,NORMAL,0.1294
208686.0,24.0,NORMAL,0.0924
208687.0,21.9,NORMAL,0.1025
208688.0,37.9,NORMAL,0.0256
208689.0,24.7,NORMAL,0.089
208690.0,6.2,NORMAL,0.1773
208691.0,7.1,NORMAL,0.1734
208692.0,7.1,NORMAL,0.1734
208693.0,17.0,NORMAL,0.1257
208694.0,7.1,NORMAL,0.1734
208695.0,7.1,NORMAL,0.1734
208696.0,7.1,NORMAL,0.1734
208697.0,7.1,NORMAL,0.1734
208698.0,7.1,NORMAL,0.1734
208699.0,6.0,NORMAL,0.1783
208700.0,6.0,NORMAL,0.1783
208701.0,7.1,NORMAL,0.1734
208702.0,7.1,NORMAL,0.1734
208703.0,6.0,NORMAL,0.1783
208704.0,7.1,NORMAL,0.1734
208705.0,6.0,NORMAL,0.1783
208706.0,7.1,NORMAL,0.1734
208707.0,6.2,NORMAL,0.1773
208708.0,6.2,NORMAL,0.1773
208709.0,6.2,NORMAL,0.1773
208710.0,6.2,NORMAL,0.1773
208711.0,6.2,NORMAL,0.1773
208712.0,6.2,NORMAL,0.1773
208713.0,6.2,NORMAL,0.1773
208714.0,7.1,NORMAL,0.1734
208715.0,6.2,NORMAL,0.1773
208716.0,6.2,NORMAL,0.1773
208717.0,6.2,NORMAL,0.1773
208718.0,6.2,NORMAL,0.1773
208719.0,6.2,NORMAL,0.1773
208720.0,9.7,NORMAL,0.1605
208721.0,30.6,NORMAL,0.0607
208722.0,16.6,NORMAL,0.1279
208723.0,16.7,NORMAL,0.1273
208724.0,0.1,NORMAL,0.2067
208725.0,3.9,NORMAL,0.1884
208726.0,23.9,NORMAL,0.0928
208727.0,23.9,NORMAL,0.0928
208729.0,24.0,NORMAL,0.0924
208731.0,41.1,NORMAL,0.0104
208732.0,1.1,NORMAL,0.2019
208733.0,32.2,NORMAL,0.0529
208735.0,7.2,NORMAL,0.1729
208737.0,22.3,NORMAL,0.1002
208739.0,18.4,NORMAL,0.1193
208741.0,32.2,NORMAL,0.0529
208744.0,18.4,NORMAL,0.1193
208745.0,11.3,NORMAL,0.153
208747.0,27.2,NORMAL,0.0769
208748.0,16.5,NORMAL,0.128
208749.0,21.2,NORMAL,0.1057
208750.0,16.8,NORMAL,0.1266
208751.0,31.5,NORMAL,0.0563
208752.0,7.4,NORMAL,0.1717
208753.0,0.1,NORMAL,0.2067
208754.0,13.4,NORMAL,0.1428
208755.0,24.6,NORMAL,0.0893
208756.0,3.9,NORMAL,0.1884
208757.0,20.5,NORMAL,0.1092
208758.0,1.3,NORMAL,0.2009
208759.0,17.0,NORMAL,0.1259
208760.0,5.5,NORMAL,0.1811
208761.0,17.9,NORMAL,0.1216
208762.0,22.9,NORMAL,0.0974
208763.0,0.5,NORMAL,0.2047
208764.0,32.8,NORMAL,0.0498
208766.0,6.2,NORMAL,0.1775
208767.0,6.2,NORMAL,0.1775
208768.0,6.2,NORMAL,0.1775
208769.0,6.2,NORMAL,0.1775
208770.0,6.2,NORMAL,0.1775
208771.0,6.2,NORMAL,0.1775
208772.0,6.2,NORMAL,0.1775
208773.0,6.2,NORMAL,0.1775
208774.0,6.2,NORMAL,0.1775
208775.0,6.2,NORMAL,0.1775
208776.0,6.2,NORMAL,0.1775
208777.0,6.2,NORMAL,0.1775
208778.0,6.2,NORMAL,0.1775
208779.0,6.2,NORMAL,0.1775
208780.0,6.2,NORMAL,0.1775
208781.0,6.2,NORMAL,0.1775
208782.0,6.2,NORMAL,0.1775
208783.0,6.2,NORMAL,0.1775
208784.0,6.2,NORMAL,0.1775
208785.0,6.2,NORMAL,0.1775
208786.0,4.9,NORMAL,0.1836
208787.0,4.9,NORMAL,0.1836
208788.0,4.9,NORMAL,0.1836
208789.0,4.9,NORMAL,0.1836
208790.0,4.9,NORMAL,0.1836
208792.0,22.2,NORMAL,0.1006
208793.0,22.2,NORMAL,0.1006
208794.0,22.2,NORMAL,0.1006
208795.0,22.2,NORMAL,0.1006
208796.0,22.2,NORMAL,0.1006
208797.0,22.2,NORMAL,0.1006
208798.0,22.2,NORMAL,0.1006
208799.0,22.2,NORMAL,0.1006
208800.0,22.2,NORMAL,0.1006
208801.0,22.2,NORMAL,0.1006
208802.0,22.2,NORMAL,0.1006
208803.0,22.2,NORMAL,0.1006
208804.0,22.2,NORMAL,0.1006
208805.0,22.2,NORMAL,0.1006
208806.0,22.2,NORMAL,0.1006
208807.0,5.0,NORMAL,0.1835
208808.0,5.0,NORMAL,0.1835
208809.0,5.0,NORMAL,0.1835
208810.0,5.0,NORMAL,0.1835
208811.0,5.0,NORMAL,0.1835
208812.0,5.0,NORMAL,0.1835
208813.0,5.0,NORMAL,0.1835
208814.0,5.0,NORMAL,0.1835
208815.0,5.0,NORMAL,0.1835
208816.0,5.0,NORMAL,0.1835
208817.0,5.0,NORMAL,0.1835
208818.0,5.0,NORMAL,0.1835
208819.0,5.0,NORMAL,0.1835
208820.0,5.0,NORMAL,0.1835
208821.0,5.0,NORMAL,0.1835
208822.0,8.2,NORMAL,0.1679
208823.0,4.0,NORMAL,0.1882
208835.0,23.3,NORMAL,0.0958
208836.0,37.1,NORMAL,0.0292
208837.0,36.9,NORMAL,0.0304
208838.0,46.0,ANOMALY,-0.0131
208839.0,32.8,NORMAL,0.05
208840.0,6.9,NORMAL,0.1743
208841.0,10.8,NORMAL,0.1555
208842.0,44.0,ANOMALY,-0.0035
208844.0,33.9,NORMAL,0.0449
208845.0,2.1,NORMAL,0.1971
208847.0,14.0,NORMAL,0.1402
208848.0,14.0,NORMAL,0.1402
208849.0,13.7,NORMAL,0.1414
208850.0,14.0,NORMAL,0.1402
208851.0,14.0,NORMAL,0.1402
208852.0,5.5,NORMAL,0.1808
208856.0,33.6,NORMAL,0.0463
208857.0,21.6,NORMAL,0.1039
208859.0,0.9,NORMAL,0.2031
208860.0,6.7,NORMAL,0.1752
208861.0,2.0,NORMAL,0.1978
208863.0,3.3,NORMAL,0.1916
208865.0,0.3,NORMAL,0.2059
208866.0,11.2,NORMAL,0.1535
208867.0,15.2,NORMAL,0.1345
208868.0,10.5,NORMAL,0.1569
208870.0,5.3,NORMAL,0.1821
208871.0,27.2,NORMAL,0.0768
208872.0,26.2,NORMAL,0.0816
208873.0,10.6,NORMAL,0.1567
208874.0,0.5,NORMAL,0.2047
208875.0,26.9,NORMAL,0.0785
208876.0,3.6,NORMAL,0.1899
208877.0,27.9,NORMAL,0.0734
208878.0,0.3,NORMAL,0.2059
208879.0,5.6,NORMAL,0.1803
208881.0,7.5,NORMAL,0.1711
208882.0,7.5,NORMAL,0.1711
208883.0,4.3,NORMAL,0.1868
208884.0,7.5,NORMAL,0.1711
208885.0,15.8,NORMAL,0.1315
208887.0,32.4,NORMAL,0.0521
208888.0,28.3,NORMAL,0.0717
208889.0,27.7,NORMAL,0.0746
208890.0,16.8,NORMAL,0.1267
208891.0,16.4,NORMAL,0.1286
208892.0,16.4,NORMAL,0.1286
208893.0,18.3,NORMAL,0.1196
208894.0,32.3,NORMAL,0.0524
208895.0,32.3,NORMAL,0.0524
208896.0,32.3,NORMAL,0.0524
208897.0,11.4,NORMAL,0.1526
208898.0,32.3,NORMAL,0.0524
208899.0,32.3,NORMAL,0.0524
208900.0,32.3,NORMAL,0.0524
208902.0,32.3,NORMAL,0.0524
208903.0,35.4,NORMAL,0.0374
208904.0,32.3,NORMAL,0.0524
208905.0,32.3,NORMAL,0.0524
208906.0,32.3,NORMAL,0.0524
208907.0,30.3,NORMAL,0.0621
208908.0,20.3,NORMAL,0.11
208909.0,21.0,NORMAL,0.1065
208910.0,27.3,NORMAL,0.0763
208911.0,32.3,NORMAL,0.0524
208912.0,39.0,NORMAL,0.0204
208913.0,5.6,NORMAL,0.1806
208914.0,21.8,NORMAL,0.1028
208915.0,22.3,NORMAL,0.1005
208916.0,24.3,NORMAL,0.0908
208917.0,18.6,NORMAL,0.1183
208920.0,34.6,NORMAL,0.0412
208921.0,39.4,NORMAL,0.0182
208922.0,3.3,NORMAL,0.1915
208923.0,7.5,NORMAL,0.1713
208924.0,14.1,NORMAL,0.1399
208925.0,13.0,NORMAL,0.145
208926.0,13.0,NORMAL,0.145
208928.0,10.0,NORMAL,0.1592
208929.0,26.4,NORMAL,0.0809
208930.0,26.4,NORMAL,0.0809
208931.0,26.4,NORMAL,0.0809
208933.0,1.1,NORMAL,0.2019
208934.0,25.6,NORMAL,0.0846
208935.0,25.0,NORMAL,0.0873
208936.0,27.3,NORMAL,0.0762
208937.0,26.3,NORMAL,0.0811
208938.0,12.2,NORMAL,0.1489
208939.0,12.2,NORMAL,0.1489
208940.0,18.0,NORMAL,0.1211
208941.0,12.2,NORMAL,0.1489
208942.0,9.9,NORMAL,0.1599
208943.0,12.3,NORMAL,0.1485
208944.0,12.3,NORMAL,0.1485
208946.0,3.3,NORMAL,0.1916
208947.0,14.7,NORMAL,0.137
208948.0,15.1,NORMAL,0.135
208949.0,4.2,NORMAL,0.187
208950.0,4.3,NORMAL,0.1866
208951.0,19.2,NORMAL,0.1152
208952.0,3.5,NORMAL,0.1904
208953.0,3.2,NORMAL,0.1918
208955.0,29.5,NORMAL,0.0656
208956.0,37.8,NORMAL,0.0258
208957.0,44.7,ANOMALY,-0.0069
208958.0,37.6,NORMAL,0.0272
208959.0,44.7,ANOMALY,-0.0069
208960.0,44.7,ANOMALY,-0.0069
208961.0,37.8,NORMAL,0.0258
208962.0,37.6,NORMAL,0.0272
208963.0,44.7,ANOMALY,-0.0069
208964.0,26.9,NORMAL,0.0781
208965.0,37.3,NORMAL,0.0283
208966.0,28.3,NORMAL,0.0718
208967.0,23.1,NORMAL,0.0966
208979.0,2.9,NORMAL,0.1932
208983.0,4.1,NORMAL,0.1878
208985.0,16.4,NORMAL,0.1285
208986.0,17.3,NORMAL,0.1245
208987.0,54.2,ANOMALY,-0.0527
208988.0,56.2,ANOMALY,-0.062
208990.0,5.5,NORMAL,0.1807
208994.0,2.5,NORMAL,0.1952
208996.0,4.3,NORMAL,0.1868
208999.0,15.0,NORMAL,0.1353
209000.0,20.4,NORMAL,0.1094
209001.0,16.0,NORMAL,0.1304
209002.0,2.8,NORMAL,0.1938
209003.0,35.0,NORMAL,0.0396
209004.0,40.5,NORMAL,0.0132
209005.0,17.9,NORMAL,0.1214
209006.0,2.5,NORMAL,0.1953
209007.0,15.7,NORMAL,0.1322
209008.0,2.6,NORMAL,0.195
209009.0,3.4,NORMAL,0.1908
209010.0,40.3,NORMAL,0.0138
209011.0,40.3,NORMAL,0.0138
209012.0,40.4,NORMAL,0.0134
209013.0,40.4,NORMAL,0.0134
209014.0,40.4,NORMAL,0.0134
209015.0,1.4,NORMAL,0.2004
209016.0,18.8,NORMAL,0.1174
209017.0,40.3,NORMAL,0.0138
209018.0,40.4,NORMAL,0.0134
209019.0,40.3,NORMAL,0.0138
209020.0,40.4,NORMAL,0.0134
