project_id,rule_risk,ml_anomaly_risk,duplicate_risk,agency_risk,risk_score,risk_category,data_quality_score,evidence_count,confidence,top_reasons
206233.0,0.0,38.6,0.0,0.0,11.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206234.0,0.0,22.5,0.0,0.0,6.8,LOW,85.0,1,HIGH,No significant risk indicators detected
206235.0,0.0,21.3,0.0,0.0,6.4,LOW,85.0,1,HIGH,No significant risk indicators detected
206236.0,0.0,1.1,0.0,0.0,0.3,LOW,55.0,1,MODERATE,No significant risk indicators detected
206238.0,0.0,15.1,0.0,0.0,4.5,LOW,85.0,1,HIGH,No significant risk indicators detected
206239.0,0.0,17.8,0.0,0.0,5.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206240.0,0.0,15.4,0.0,0.0,4.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206241.0,0.0,15.4,0.0,0.0,4.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206242.0,0.0,9.4,0.0,2.7,3.4,LOW,70.0,2,MODERATE,No significant risk indicators detected
206243.0,0.0,49.8,0.0,1.6,15.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206244.0,0.0,51.3,0.0,0.6,15.5,LOW,85.0,2,HIGH,Project shows moderate statistical deviation from peer projects
206246.0,0.0,26.8,0.0,1.6,8.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206247.0,0.0,29.7,0.0,1.6,9.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206248.0,0.0,5.0,0.0,1.6,1.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206249.0,0.0,3.2,0.0,1.6,1.3,LOW,70.0,2,MODERATE,No significant risk indicators detected
206256.0,0.0,24.0,0.0,1.0,7.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206257.0,0.0,25.8,0.0,1.0,7.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206258.0,0.0,29.6,0.0,1.0,9.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206259.0,0.0,23.4,0.0,1.0,7.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206260.0,0.0,27.9,0.0,1.0,8.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206261.0,0.0,30.1,0.0,1.0,9.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206262.0,0.0,31.9,0.0,1.0,9.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206263.0,0.0,19.8,0.0,1.0,6.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206264.0,0.0,37.9,0.0,1.0,11.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206265.0,0.0,33.3,0.0,1.0,10.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206266.0,0.0,26.5,0.0,1.0,8.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206267.0,0.0,3.8,0.0,2.2,1.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206271.0,0.0,1.5,0.0,0.0,0.4,LOW,85.0,1,HIGH,No significant risk indicators detected
206279.0,0.0,4.2,0.0,0.0,1.3,LOW,70.0,1,MODERATE,No significant risk indicators detected
206280.0,0.0,2.1,0.0,1.8,1.0,LOW,70.0,2,MODERATE,No significant risk indicators detected
206281.0,0.0,21.6,0.0,0.7,6.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206282.0,0.0,20.5,0.0,0.7,6.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206283.0,0.0,26.2,0.0,0.7,8.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206284.0,57.1,1.1,0.0,0.7,17.6,LOW,70.0,3,MODERATE,Compliance rule violation detected
206285.0,0.0,1.9,0.0,0.7,0.7,LOW,85.0,2,HIGH,No significant risk indicators detected
206287.0,0.0,2.8,0.0,0.7,1.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206289.0,0.0,35.8,0.0,0.7,10.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206290.0,0.0,2.2,0.0,0.7,0.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206292.0,0.0,36.5,0.0,0.7,11.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206293.0,0.0,1.2,0.0,0.7,0.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206307.0,0.0,14.2,0.0,1.1,4.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206311.0,57.1,0.3,0.0,7.4,18.7,LOW,70.0,3,MODERATE,Compliance rule violation detected
206313.0,57.1,1.3,85.9,7.4,36.2,MEDIUM,70.0,4,MODERATE,Highly similar work description detected in same constituency; Compliance rule violation detected
206314.0,57.1,1.3,85.9,7.4,36.2,MEDIUM,70.0,4,MODERATE,Highly similar work description detected in same constituency; Compliance rule violation detected
206315.0,0.0,7.4,0.0,7.4,3.7,LOW,70.0,2,MODERATE,No significant risk indicators detected
206317.0,0.0,38.5,0.0,2.6,12.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206318.0,0.0,7.3,0.0,7.4,3.7,LOW,70.0,2,MODERATE,No significant risk indicators detected
206319.0,0.0,3.5,0.0,7.4,2.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206320.0,0.0,0.8,0.0,7.4,1.7,LOW,85.0,2,HIGH,No significant risk indicators detected
206321.0,57.1,0.5,0.0,7.4,18.8,LOW,70.0,3,MODERATE,Compliance rule violation detected
206322.0,0.0,24.6,0.0,7.4,8.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206323.0,0.0,3.7,0.0,7.4,2.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206325.0,0.0,8.7,0.0,7.4,4.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206330.0,0.0,30.7,0.0,0.0,9.2,LOW,85.0,1,HIGH,No significant risk indicators detected
206331.0,0.0,52.1,0.0,2.6,16.2,LOW,85.0,2,HIGH,Project shows moderate statistical deviation from peer projects
206332.0,0.0,14.8,0.0,0.0,4.4,LOW,85.0,1,HIGH,No significant risk indicators detected
206333.0,0.0,5.9,0.0,7.4,3.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206334.0,0.0,4.5,0.0,7.4,2.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206335.0,0.0,4.4,0.0,7.4,2.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206336.0,0.0,4.8,0.0,7.4,2.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206337.0,0.0,4.3,0.0,7.4,2.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206338.0,0.0,14.8,0.0,0.0,4.4,LOW,85.0,1,HIGH,No significant risk indicators detected
206340.0,0.0,60.8,0.0,2.6,18.8,LOW,85.0,2,HIGH,Project shows moderate statistical deviation from peer projects
206341.0,0.0,14.8,0.0,0.0,4.4,LOW,85.0,1,HIGH,No significant risk indicators detected
206342.0,0.0,34.4,0.0,0.0,10.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206343.0,0.0,40.9,0.0,3.2,12.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206344.0,0.0,63.8,0.0,2.6,19.7,LOW,85.0,2,HIGH,Project shows moderate statistical deviation from peer projects
206345.0,0.0,14.9,0.0,0.6,4.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206347.0,0.0,3.4,0.0,2.6,1.5,LOW,70.0,2,MODERATE,No significant risk indicators detected
206348.0,0.0,42.2,0.0,2.6,13.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206353.0,0.0,51.5,0.0,0.0,15.4,LOW,85.0,1,HIGH,Project shows moderate statistical deviation from peer projects
206354.0,0.0,49.4,0.0,0.0,14.8,LOW,85.0,1,HIGH,No significant risk indicators detected
206355.0,0.0,46.8,0.0,0.0,14.0,LOW,85.0,1,HIGH,No significant risk indicators detected
206356.0,0.0,48.4,0.0,0.0,14.5,LOW,85.0,1,HIGH,No significant risk indicators detected
206357.0,0.0,52.8,0.0,0.0,15.8,LOW,85.0,1,HIGH,Project shows moderate statistical deviation from peer projects
206358.0,0.0,53.4,0.0,0.0,16.0,LOW,85.0,1,HIGH,Project shows moderate statistical deviation from peer projects
206359.0,0.0,48.5,0.0,0.0,14.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206360.0,0.0,49.8,0.0,0.0,14.9,LOW,85.0,1,HIGH,No significant risk indicators detected
206361.0,0.0,49.0,0.0,0.0,14.7,LOW,85.0,1,HIGH,No significant risk indicators detected
206363.0,0.0,48.5,0.0,0.0,14.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206364.0,0.0,0.1,0.0,0.0,0.0,LOW,55.0,1,MODERATE,No significant risk indicators detected
206365.0,0.0,0.6,0.0,0.0,0.2,LOW,55.0,1,MODERATE,No significant risk indicators detected
206366.0,0.0,1.1,0.0,0.0,0.3,LOW,55.0,1,MODERATE,No significant risk indicators detected
206367.0,0.0,46.6,0.0,0.0,14.0,LOW,85.0,1,HIGH,No significant risk indicators detected
206371.0,0.0,23.5,0.0,0.3,7.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206374.0,0.0,50.8,0.0,0.0,15.2,LOW,85.0,1,HIGH,Project shows moderate statistical deviation from peer projects
206381.0,0.0,1.8,0.0,2.2,1.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206383.0,0.0,1.1,0.0,2.2,0.8,LOW,70.0,2,MODERATE,No significant risk indicators detected
206385.0,0.0,1.3,0.0,2.2,0.8,LOW,70.0,2,MODERATE,No significant risk indicators detected
206387.0,0.0,49.2,0.0,2.5,15.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206388.0,0.0,45.9,0.0,2.5,14.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206389.0,0.0,2.7,0.0,2.2,1.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206391.0,0.0,35.7,0.0,6.3,12.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206392.0,0.0,5.3,0.0,2.2,2.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206393.0,0.0,1.0,0.0,2.2,0.7,LOW,70.0,2,MODERATE,No significant risk indicators detected
206397.0,0.0,4.6,0.0,2.2,1.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206399.0,0.0,1.7,0.0,2.2,1.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206400.0,0.0,1.1,0.0,2.2,0.8,LOW,70.0,2,MODERATE,No significant risk indicators detected
206401.0,0.0,16.2,100.0,0.0,24.9,LOW,70.0,2,MODERATE,Highly similar work description detected in same constituency
206402.0,0.0,5.3,0.0,2.2,2.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206403.0,0.0,37.3,0.0,0.0,11.2,LOW,85.0,1,HIGH,No significant risk indicators detected
206404.0,0.0,7.0,0.0,2.2,2.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206405.0,0.0,1.4,0.0,2.2,0.9,LOW,70.0,2,MODERATE,No significant risk indicators detected
206406.0,0.0,1.9,0.0,2.2,1.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206408.0,0.0,0.0,0.0,2.2,0.4,LOW,55.0,1,MODERATE,No significant risk indicators detected
206409.0,57.1,0.7,0.0,2.2,17.8,LOW,70.0,3,MODERATE,Compliance rule violation detected
206410.0,0.0,35.5,0.0,6.3,11.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206411.0,0.0,1.0,0.0,2.2,0.7,LOW,70.0,2,MODERATE,No significant risk indicators detected
206412.0,0.0,21.7,0.0,0.0,6.5,LOW,85.0,1,HIGH,No significant risk indicators detected
206413.0,0.0,12.8,0.0,0.0,3.8,LOW,85.0,1,HIGH,No significant risk indicators detected
206414.0,0.0,18.9,0.0,0.0,5.7,LOW,85.0,1,HIGH,No significant risk indicators detected
206415.0,0.0,29.2,0.0,0.0,8.8,LOW,85.0,1,HIGH,No significant risk indicators detected
206416.0,0.0,20.4,0.0,0.0,6.1,LOW,85.0,1,HIGH,No significant risk indicators detected
206417.0,0.0,53.3,0.0,0.0,16.0,LOW,85.0,1,HIGH,Project shows moderate statistical deviation from peer projects
206418.0,0.0,20.2,0.0,0.0,6.1,LOW,85.0,1,HIGH,No significant risk indicators detected
206419.0,0.0,20.2,0.0,0.0,6.1,LOW,85.0,1,HIGH,No significant risk indicators detected
206420.0,0.0,53.1,0.0,0.0,15.9,LOW,85.0,1,HIGH,Project shows moderate statistical deviation from peer projects
206421.0,0.0,18.6,0.0,0.0,5.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206422.0,0.0,25.4,0.0,0.0,7.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206423.0,0.0,0.9,0.0,2.2,0.7,LOW,85.0,2,HIGH,No significant risk indicators detected
206424.0,57.1,3.7,0.0,6.3,19.5,LOW,70.0,3,MODERATE,Compliance rule violation detected
206425.0,0.0,1.4,0.0,2.2,0.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206426.0,0.0,5.1,0.0,2.2,2.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206427.0,0.0,5.7,0.0,2.2,2.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206428.0,0.0,3.9,0.0,2.2,1.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206429.0,0.0,30.7,0.0,4.3,10.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206431.0,0.0,4.3,0.0,6.1,2.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206432.0,0.0,6.1,0.0,6.1,3.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206433.0,0.0,3.8,0.0,6.1,2.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206434.0,57.1,1.3,0.0,6.1,18.7,LOW,70.0,3,MODERATE,Compliance rule violation detected
206435.0,0.0,24.2,0.0,0.0,7.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206436.0,0.0,24.2,0.0,0.0,7.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206437.0,0.0,27.7,0.0,0.0,8.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206438.0,0.0,27.7,0.0,0.0,8.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206439.0,0.0,27.7,0.0,0.0,8.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206440.0,0.0,27.7,0.0,0.0,8.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206441.0,0.0,27.7,0.0,0.0,8.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206442.0,0.0,27.7,0.0,0.0,8.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206451.0,0.0,8.8,0.0,6.1,3.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206452.0,0.0,8.3,0.0,6.1,3.7,LOW,85.0,2,HIGH,No significant risk indicators detected
206454.0,0.0,4.3,0.0,6.1,2.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206455.0,0.0,5.5,0.0,6.1,2.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206456.0,0.0,5.7,0.0,6.1,2.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206457.0,0.0,9.9,0.0,2.9,3.6,LOW,70.0,2,MODERATE,No significant risk indicators detected
206458.0,0.0,20.1,0.0,0.4,6.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206459.0,0.0,19.6,0.0,0.4,6.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206460.0,0.0,48.8,0.0,3.7,15.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206461.0,0.0,41.9,0.0,3.7,13.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206462.0,0.0,5.5,0.0,3.7,2.4,LOW,70.0,2,MODERATE,No significant risk indicators detected
206463.0,0.0,51.6,0.0,3.7,16.2,LOW,85.0,2,HIGH,Project shows moderate statistical deviation from peer projects
206464.0,0.0,5.5,0.0,3.7,2.4,LOW,70.0,2,MODERATE,No significant risk indicators detected
206465.0,0.0,42.0,0.0,3.7,13.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206466.0,0.0,33.0,0.0,3.7,10.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206467.0,0.0,35.7,0.0,3.7,11.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206468.0,0.0,6.5,0.0,3.7,2.7,LOW,70.0,2,MODERATE,No significant risk indicators detected
206469.0,0.0,18.5,0.0,0.4,5.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206470.0,0.0,19.6,0.0,0.4,6.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206472.0,0.0,19.9,0.0,0.4,6.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206473.0,0.0,0.3,0.0,0.0,0.1,LOW,55.0,1,MODERATE,No significant risk indicators detected
206474.0,0.0,20.4,0.0,0.4,6.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206475.0,0.0,20.1,0.0,0.4,6.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206476.0,0.0,20.0,0.0,0.4,6.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206477.0,0.0,17.8,0.0,0.4,5.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206478.0,0.0,8.5,0.0,4.1,3.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206479.0,57.1,3.1,0.0,4.1,18.9,LOW,70.0,3,MODERATE,Compliance rule violation detected
206480.0,57.1,3.1,0.0,4.1,18.9,LOW,70.0,3,MODERATE,Compliance rule violation detected
206481.0,0.0,8.7,0.0,4.1,3.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206482.0,0.0,14.2,0.0,0.3,4.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206484.0,0.0,4.3,0.0,6.1,2.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206485.0,0.0,13.9,0.0,2.9,4.8,LOW,55.0,2,MODERATE,No significant risk indicators detected
206487.0,0.0,1.5,0.0,0.4,0.5,LOW,70.0,2,MODERATE,No significant risk indicators detected
206488.0,0.0,39.9,0.0,0.3,12.0,LOW,85.0,2,HIGH,No significant risk indicators detected
206489.0,0.0,58.1,81.0,3.0,34.2,MEDIUM,85.0,3,HIGH,Project shows moderate statistical deviation from peer projects; Highly similar work description detected in same constituency
206490.0,0.0,6.4,0.0,0.4,2.0,LOW,70.0,2,MODERATE,No significant risk indicators detected
206491.0,0.0,3.8,0.0,0.4,1.2,LOW,70.0,2,MODERATE,No significant risk indicators detected
206495.0,0.0,12.6,0.0,0.4,3.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206496.0,0.0,58.1,81.0,3.0,34.2,MEDIUM,85.0,3,HIGH,Project shows moderate statistical deviation from peer projects; Highly similar work description detected in same constituency
206497.0,0.0,14.2,0.0,0.4,4.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206498.0,0.0,4.2,0.0,0.4,1.3,LOW,70.0,2,MODERATE,No significant risk indicators detected
206499.0,0.0,13.5,0.0,0.4,4.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206503.0,0.0,2.9,0.0,0.4,1.0,LOW,70.0,2,MODERATE,No significant risk indicators detected
206504.0,0.0,18.1,0.0,0.3,5.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206505.0,57.1,0.5,0.0,0.4,17.4,LOW,70.0,3,MODERATE,Compliance rule violation detected
206506.0,0.0,20.8,0.0,0.4,6.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206508.0,0.0,14.2,0.0,0.3,4.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206510.0,0.0,16.9,0.0,0.3,5.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206511.0,0.0,0.1,0.0,0.4,0.1,LOW,55.0,2,MODERATE,No significant risk indicators detected
206512.0,0.0,0.3,0.0,3.7,0.8,LOW,55.0,2,MODERATE,No significant risk indicators detected
206513.0,0.0,38.1,0.0,3.7,12.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206514.0,0.0,13.0,0.0,3.7,4.6,LOW,70.0,2,MODERATE,No significant risk indicators detected
206515.0,0.0,51.4,0.0,3.7,16.2,LOW,85.0,2,HIGH,Project shows moderate statistical deviation from peer projects
206516.0,0.0,43.9,0.0,3.7,13.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206517.0,0.0,29.3,0.0,0.3,8.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206518.0,0.0,17.5,0.0,0.4,5.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206519.0,0.0,21.5,0.0,0.3,6.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206521.0,0.0,6.4,0.0,0.4,2.0,LOW,70.0,2,MODERATE,No significant risk indicators detected
206522.0,0.0,6.4,0.0,0.4,2.0,LOW,70.0,2,MODERATE,No significant risk indicators detected
206523.0,0.0,26.2,0.0,0.3,7.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206525.0,0.0,31.9,0.0,0.0,9.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206527.0,0.0,29.4,0.0,3.2,9.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206528.0,0.0,33.4,0.0,3.2,10.7,LOW,85.0,2,HIGH,No significant risk indicators detected
206529.0,0.0,30.7,0.0,3.2,9.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206530.0,0.0,9.7,0.0,3.2,3.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206531.0,0.0,4.9,0.0,3.2,2.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206532.0,0.0,9.5,0.0,2.4,3.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206535.0,0.0,47.5,0.0,0.6,14.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206536.0,0.0,15.3,0.0,0.6,4.7,LOW,85.0,2,HIGH,No significant risk indicators detected
206537.0,0.0,20.7,0.0,0.6,6.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206538.0,0.0,18.0,0.0,0.6,5.5,LOW,70.0,2,MODERATE,No significant risk indicators detected
206539.0,0.0,52.1,0.0,0.6,15.7,LOW,85.0,2,HIGH,Project shows moderate statistical deviation from peer projects
206540.0,0.0,0.3,0.0,0.6,0.2,LOW,55.0,2,MODERATE,No significant risk indicators detected
206541.0,0.0,5.8,0.0,0.6,1.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206542.0,0.0,8.1,0.0,0.6,2.6,LOW,85.0,2,HIGH,No significant risk indicators detected
206543.0,0.0,15.5,0.0,0.6,4.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206544.0,0.0,0.3,0.0,0.6,0.2,LOW,55.0,2,MODERATE,No significant risk indicators detected
206545.0,0.0,6.1,0.0,0.6,1.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206546.0,0.0,0.3,0.0,0.6,0.2,LOW,55.0,2,MODERATE,No significant risk indicators detected
206547.0,0.0,7.9,0.0,0.6,2.5,LOW,70.0,2,MODERATE,No significant risk indicators detected
206548.0,0.0,7.9,0.0,0.6,2.5,LOW,70.0,2,MODERATE,No significant risk indicators detected
206562.0,0.0,42.6,0.0,0.0,12.8,LOW,85.0,1,HIGH,No significant risk indicators detected
206568.0,0.0,17.6,0.0,0.0,5.3,LOW,85.0,1,HIGH,No significant risk indicators detected
206569.0,0.0,19.6,0.0,0.0,5.9,LOW,85.0,1,HIGH,No significant risk indicators detected
206570.0,0.0,18.6,0.0,0.0,5.6,LOW,85.0,1,HIGH,No significant risk indicators detected
206571.0,0.0,32.6,0.0,0.0,9.8,LOW,85.0,1,HIGH,No significant risk indicators detected
206572.0,0.0,21.6,0.0,0.0,6.5,LOW,85.0,1,HIGH,No significant risk indicators detected
206573.0,0.0,32.6,0.0,3.2,10.4,LOW,85.0,2,HIGH,No significant risk indicators detected
206574.0,0.0,21.2,0.0,0.0,6.4,LOW,85.0,1,HIGH,No significant risk indicators detected
206575.0,0.0,31.7,100.0,0.0,29.5,MEDIUM,85.0,2,HIGH,Highly similar work description detected in same constituency
206576.0,0.0,45.7,0.0,0.0,13.7,LOW,85.0,1,HIGH,No significant risk indicators detected
206577.0,0.0,7.4,0.0,7.4,3.7,LOW,70.0,2,MODERATE,No significant risk indicators detected
206578.0,0.0,6.9,0.0,7.4,3.6,LOW,70.0,2,MODERATE,No significant risk indicators detected
206579.0,57.1,2.3,0.0,3.2,18.5,LOW,70.0,3,MODERATE,Compliance rule violation detected
206580.0,0.0,44.2,100.0,0.0,33.3,MEDIUM,85.0,2,HIGH,Highly similar work description detected in same constituency
206583.0,0.0,12.8,0.0,0.1,3.9,LOW,55.0,2,MODERATE,No significant risk indicators detected
206585.0,0.0,35.2,0.0,1.5,10.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206589.0,0.0,4.4,0.0,6.0,2.5,LOW,85.0,2,HIGH,No significant risk indicators detected
206590.0,0.0,29.5,0.0,0.0,8.8,LOW,85.0,1,HIGH,No significant risk indicators detected
206591.0,57.1,1.4,0.0,3.2,18.2,LOW,70.0,3,MODERATE,Compliance rule violation detected
206592.0,0.0,4.0,0.0,7.7,2.7,LOW,85.0,2,HIGH,No significant risk indicators detected
206593.0,0.0,37.4,0.0,3.2,11.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206597.0,0.0,21.1,0.0,0.1,6.4,LOW,70.0,2,MODERATE,No significant risk indicators detected
206602.0,0.0,3.6,0.0,6.1,2.3,LOW,85.0,2,HIGH,No significant risk indicators detected
206603.0,0.0,6.4,0.0,6.1,3.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206616.0,0.0,36.5,0.0,0.0,11.0,LOW,85.0,1,HIGH,No significant risk indicators detected
206617.0,0.0,65.2,0.0,1.0,19.8,LOW,85.0,2,HIGH,Project shows moderate statistical deviation from peer projects
206619.0,0.0,5.4,0.0,6.1,2.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206621.0,0.0,49.2,0.0,0.9,14.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206634.0,57.1,2.4,0.0,2.7,18.4,LOW,70.0,3,MODERATE,Compliance rule violation detected
206635.0,0.0,19.0,0.0,0.6,5.8,LOW,85.0,2,HIGH,No significant risk indicators detected
206636.0,0.0,3.9,100.0,1.3,21.4,LOW,85.0,3,HIGH,Highly similar work description detected in same constituency
206637.0,0.0,2.3,0.0,2.4,1.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206638.0,0.0,2.3,0.0,2.4,1.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206639.0,0.0,38.8,0.0,1.1,11.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206640.0,0.0,2.3,0.0,1.1,0.9,LOW,85.0,2,HIGH,No significant risk indicators detected
206641.0,22.2,53.9,0.0,1.1,23.0,LOW,85.0,3,HIGH,Project shows moderate statistical deviation from peer projects
206642.0,57.1,1.4,0.0,1.1,17.8,LOW,70.0,3,MODERATE,Compliance rule violation detected
206643.0,0.0,18.4,78.9,2.4,21.8,LOW,85.0,3,HIGH,Highly similar work description detected in same constituency
206644.0,0.0,18.8,78.9,2.4,21.9,LOW,85.0,3,HIGH,Highly similar work description detected in same constituency
206645.0,0.0,18.8,0.0,2.4,6.1,LOW,85.0,2,HIGH,No significant risk indicators detected
206647.0,0.0,18.3,0.0,0.0,5.5,LOW,85.0,1,HIGH,No significant risk indicators detected
206648.0,0.0,2.8,0.0,2.8,1.4,LOW,70.0,2,MODERATE,No significant risk indicators detected
206650.0,0.0,11.9,0.0,3.2,4.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206651.0,0.0,11.9,0.0,3.2,4.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206652.0,0.0,11.9,0.0,3.2,4.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206653.0,0.0,11.9,0.0,3.2,4.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206654.0,0.0,11.9,0.0,3.2,4.2,LOW,85.0,2,HIGH,No significant risk indicators detected
206655.0,0.0,4.6,0.0,0.0,1.4,LOW,85.0,1,HIGH,No significant risk indicators detected
