project_id_1,project_id_2,similarity,similarity_pct,desc_1_preview,desc_2_preview,block
219963.0,219995.0,0.8699,87.0,Construction of Compound wall to TW.PS. Jatharla village,Extension of Compound wall to TW PS. Jatharla Village,ADILABAD(ST)
219974.0,295878.0,1.0,100.0,Extension of Community hall at Pittabonguram,Extension of Community hall at Pittabonguram,ADILABAD(ST)
222645.0,222654.0,0.733,73.3,Providing High Mast Lights in BC Locality at Jainath,Providing High Mast Lights in BC Locality at Bela,ADILABAD(ST)
222645.0,222667.0,0.733,73.3,Providing High Mast Lights in BC Locality at Jainath,Providing High Mast Lights in BC Locality at Mavala,ADILABAD(ST)
222646.0,222655.0,0.732,73.2,Providing High Mast Lights in SC Locality at Jainath,Providing High Mast Lights in SC Locality at Bela,ADILABAD(ST)
222646.0,222668.0,0.732,73.2,Providing High Mast Lights in SC Locality at Jainath,Providing High Mast Lights in SC Locality at Mavala,ADILABAD(ST)
222654.0,222667.0,0.733,73.3,Providing High Mast Lights in BC Locality at Bela,Providing High Mast Lights in BC Locality at Mavala,ADILABAD(ST)
222655.0,222668.0,0.732,73.2,Providing High Mast Lights in SC Locality at Bela,Providing High Mast Lights in SC Locality at Mavala,ADILABAD(ST)
256521.0,256522.0,0.7814,78.1,Special repairs to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Construction of Toilets to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,ADILABAD(ST)
256521.0,256523.0,0.772,77.2,Special repairs to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Construction of Compound wall to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,ADILABAD(ST)
256522.0,256523.0,0.7843,78.4,Construction of Toilets to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,Construction of Compound wall to MP Redressal Center Near ZP Quarters Ward No 38 Adilabad,ADILABAD(ST)
295518.0,295525.0,1.0,100.0,Drilling of Borewell at BC Colony,Drilling of Borewell at BC Colony,ADILABAD(ST)
295529.0,295533.0,0.7538,75.4,Drilling of Borewell at SC Colony,Drilling of Borewell at SC Colony of Rangapet,ADILABAD(ST)
295529.0,295561.0,1.0,100.0,Drilling of Borewell at SC Colony,Drilling of Borewell at SC Colony,ADILABAD(ST)
295533.0,295561.0,0.7538,75.4,Drilling of Borewell at SC Colony of Rangapet,Drilling of Borewell at SC Colony,ADILABAD(ST)
250120.0,250121.0,0.701,70.1,For installation of Solar Panel at Shri Param Pujya Trilokchandraji Vidyamandir at Devkaran na Muvad,For installation of Water Cooler at Shri Param Pujya Trilokchandraji Vidyamandir at Devkaran na Muva,AHMEDABAD EAST
291389.0,291418.0,1.0,100.0,"To repair leakage of ceiling slab, leakage of tap water, window glass, door etc... repair and renova","To repair leakage of ceiling slab, leakage of tap water, window glass, door etc... repair and renova",AHMEDABAD EAST
291561.0,291562.0,0.7066,70.7,"To repair water tank, providing water facility in toilet, Kitchen facility and repairing of ceiling ","To repair water tank, providing water facility in toilet, Kitchen facility and repairing of ceiling ",AHMEDABAD EAST
164646.0,164648.0,0.7418,74.2,Kanoriya School- Aganwadi ma Interlocking Paver Block work,Bhadoriya School- Aganwadi ma Interlocking paver block,AHMEDABAD WEST(SC)
187201.0,276222.0,0.7254,72.5,"Isanpur Publice School No.2 Zarna Party Plote, Zebansa road, ma Indore Games Equipment -Purchase of ","Isanpur Publice School No.2 Zarna Party Plote, Zebansa road, ma For purchasing Godrej Storewell - Cu",AHMEDABAD WEST(SC)
187223.0,276229.0,0.8183,81.8,"Sahid Veer Captain Nilesh Soni Pri. School, PT College Bus stand Narannagar Road, Ma Indore Games Eq","Sahid Veer Captain Nilesh Soni Pri. School, PT College Bus stand Narannagar Road, Ma For purchasing ",AHMEDABAD WEST(SC)
187224.0,187226.0,0.8189,81.9,"Amraivadi Guj. School No.7, Maitri Park Pase, Amraiwadi Ma Indore Games Equipment -Purchase of sport","Amraivadi Hindi School No. 4, Maitri Park Pase, Amraiwadi Ma Indore Games Equipment -Purchase of spo",AHMEDABAD WEST(SC)
187227.0,276245.0,0.7429,74.3,"Asarva Guj School No. 12, Holi Chakla, Civil Corner, Asarva Ma Indore Games Equipment -Purchase of s","Asarva Guj School No. 12, Holi Chakla, Civil Corner, Asarva Ma For purchasing Godrej Storewell - Cup",AHMEDABAD WEST(SC)
187229.0,276247.0,0.7289,72.9,"Pritampura Guj School No. 01, Girdharnagar Post Office ni Bajuma, Ma Indore Games Equipment -Purchas","Pritampura Guj School No. 01, Girdharnagar Post Office ni Bajuma, Ma For purchasing Godrej Storewell",AHMEDABAD WEST(SC)
187231.0,276251.0,0.7116,71.2,"Baherampura GUJ School No.22, Daban Godoun, Khodiya Nagar Ma Indore Games Equipment -Purchase of spo","Baherampura GUJ School No.22, Daban Godoun, Khodiya Nagar Ma For purchasing Godrej Storewell - Cupbo",AHMEDABAD WEST(SC)
187244.0,276256.0,0.7052,70.5,"Elishbridge GUJ School No.17, J.S.T. Bhavan Ni Pase, Panjrapole, ma Indore Games Equipment -Purchase","Elishbridge GUJ School No.17, J.S.T. Bhavan Ni Pase, Panjrapole, ma For purchasing Godrej Storewell ",AHMEDABAD WEST(SC)
187245.0,276257.0,0.7623,76.2,"Kankariya GUJ School No.9, Sutariya ni Chali, Geeta Mandir Road, Majur Gam, ma Indore Games Equipmen","Kankariya GUJ School No.9, Sutariya ni Chali, Geeta Mandir Road, Majur Gam, ma For purchasing Godrej",AHMEDABAD WEST(SC)
187251.0,276258.0,0.7189,71.9,"Gomtipur GUJ School No.6, Jogni Mata Mandir Pase, GomtiPur ma Indore Games Equipment -Purchase of sp","Gomtipur GUJ School No.6, Jogni Mata Mandir Pase, GomtiPur ma For purchasing Godrej Storewell - Cupb",AHMEDABAD WEST(SC)
238918.0,238922.0,0.7181,71.8,"Vaidh no Khancho, Vadigam ma New Systrometik drainage Lines Work","Aadawadi Pole, Vadigam Ma New Systrometik drainage Lines Work",AHMEDABAD WEST(SC)
260374.0,260376.0,1.0,100.0,"VASNA SHAHVAVADI GARDEN-1, 4 Steel Benches","VASNA SHAHVAVADI GARDEN-2, 4 Steel Benches",AHMEDABAD WEST(SC)
260442.0,260444.0,1.0,100.0,ISHANPUR SENIOR CITIZEN PARK-4 Steel Benches,ISHANPUR SENIOR CITIZEN PARK-4 Steel Benches,AHMEDABAD WEST(SC)
260446.0,260450.0,1.0,100.0,INDRAPURI TUSHAR DESHMUKH-4 Steel Benches,INDRAPURI TUSHAR DESHMUKH- Steel Benches,AHMEDABAD WEST(SC)
260453.0,260456.0,1.0,100.0,"ISHANPUR FEEDAR CENAL DIVISION-1, 4 Steel Benches",ISHANPUR FEEDAR CENAL DIVISION-2- 4 Steel Benches,AHMEDABAD WEST(SC)
260453.0,260458.0,1.0,100.0,"ISHANPUR FEEDAR CENAL DIVISION-1, 4 Steel Benches",ISHANPUR FEEDAR CENAL DIVISION-3 - 4 Steel Benches,AHMEDABAD WEST(SC)
260453.0,260460.0,0.7257,72.6,"ISHANPUR FEEDAR CENAL DIVISION-1, 4 Steel Benches",DANILIMDA FEEDAR CENAL DIVISION-4 in 4 Steel Benches,AHMEDABAD WEST(SC)
260453.0,260489.0,0.7257,72.6,"ISHANPUR FEEDAR CENAL DIVISION-1, 4 Steel Benches",DANILIMDA FEEDAR CENAL DIVISION-5 in 4 Steel Benches,AHMEDABAD WEST(SC)
260456.0,260458.0,1.0,100.0,ISHANPUR FEEDAR CENAL DIVISION-2- 4 Steel Benches,ISHANPUR FEEDAR CENAL DIVISION-3 - 4 Steel Benches,AHMEDABAD WEST(SC)
260456.0,260460.0,0.7257,72.6,ISHANPUR FEEDAR CENAL DIVISION-2- 4 Steel Benches,DANILIMDA FEEDAR CENAL DIVISION-4 in 4 Steel Benches,AHMEDABAD WEST(SC)
260456.0,260489.0,0.7257,72.6,ISHANPUR FEEDAR CENAL DIVISION-2- 4 Steel Benches,DANILIMDA FEEDAR CENAL DIVISION-5 in 4 Steel Benches,AHMEDABAD WEST(SC)
260458.0,260460.0,0.7257,72.6,ISHANPUR FEEDAR CENAL DIVISION-3 - 4 Steel Benches,DANILIMDA FEEDAR CENAL DIVISION-4 in 4 Steel Benches,AHMEDABAD WEST(SC)
260458.0,260489.0,0.7257,72.6,ISHANPUR FEEDAR CENAL DIVISION-3 - 4 Steel Benches,DANILIMDA FEEDAR CENAL DIVISION-5 in 4 Steel Benches,AHMEDABAD WEST(SC)
260460.0,260489.0,1.0,100.0,DANILIMDA FEEDAR CENAL DIVISION-4 in 4 Steel Benches,DANILIMDA FEEDAR CENAL DIVISION-5 in 4 Steel Benches,AHMEDABAD WEST(SC)
262470.0,262471.0,0.7565,75.7,Paldi ward ma Deferent location ma 7 (Nos) - Steel Benches,Vasana ward ma Deferent location ma 8 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262470.0,262474.0,0.7523,75.2,Paldi ward ma Deferent location ma 7 (Nos) - Steel Benches,Navrangpura ward ma Deferent location ma 8 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262470.0,262496.0,0.7515,75.1,Paldi ward ma Deferent location ma 7 (Nos) - Steel Benches,Maninagar ward ma Deferent location ma 6 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262470.0,262498.0,0.7505,75.1,Paldi ward ma Deferent location ma 7 (Nos) - Steel Benches,Isanpur ward ma Deferent location ma 5 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262471.0,262474.0,0.7667,76.7,Vasana ward ma Deferent location ma 8 (Nos) - Steel Benches,Navrangpura ward ma Deferent location ma 8 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262471.0,262496.0,0.7658,76.6,Vasana ward ma Deferent location ma 8 (Nos) - Steel Benches,Maninagar ward ma Deferent location ma 6 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262471.0,262498.0,0.7648,76.5,Vasana ward ma Deferent location ma 8 (Nos) - Steel Benches,Isanpur ward ma Deferent location ma 5 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262474.0,262496.0,0.7615,76.2,Navrangpura ward ma Deferent location ma 8 (Nos) - Steel Benches,Maninagar ward ma Deferent location ma 6 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262474.0,262498.0,0.7606,76.1,Navrangpura ward ma Deferent location ma 8 (Nos) - Steel Benches,Isanpur ward ma Deferent location ma 5 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
262496.0,262498.0,0.7597,76.0,Maninagar ward ma Deferent location ma 6 (Nos) - Steel Benches,Isanpur ward ma Deferent location ma 5 (Nos) - Steel Benches,AHMEDABAD WEST(SC)
276241.0,276243.0,0.8131,81.3,"Amraivadi Guj. School No.7, Maitri Park Pase, Amraiwadi Ma For purchasing Godrej Storewell - Cupboar","Amraivadi Hindi School No. 4, Maitri Park Pase, Amraiwadi Ma For purchasing Godrej Storewell - Cupbo",AHMEDABAD WEST(SC)
299273.0,299274.0,0.7273,72.7,Construction of concreate road distance length 100 mtr at Kalokhe Mala Panoli Tal Parner,Construction of concreate road distance length 100 mtr at Panoli Tal Parner,AHMEDNAGAR
139276.0,208344.0,1.0,100.0,Installation of a High Mast Light in the northern part of Veeramangalam Junction,Installation of a High Mast Light in the northern part of Veeramangalam Junction,ALAPPUZHA
210855.0,211419.0,0.7931,79.3,PURCHASE OF VEHICLE FOR MOBILE DISPENSARY AT COMMUNITY HEALTH CENTER KODUVAYOOR,PURCHASE OF VEHICLE FOR MOBILE DISPENSARY AT COMMUNITY HEALTH CENTER NENMARA,ALATHUR(SC)
282416.0,282426.0,0.7853,78.5,"PURCHASE OF VEHICLE FOR MOBILE DISPENSARY AT PUBLIC HEALTH CENTER ,KOLLENGODE",PURCHASE OF VEHICLE FOR MOBILE DISPENSARY AT PUBLIC HEALTH CENTER ELEVANCHERY,ALATHUR(SC)
282416.0,282431.0,0.7853,78.5,"PURCHASE OF VEHICLE FOR MOBILE DISPENSARY AT PUBLIC HEALTH CENTER ,KOLLENGODE",PURCHASE OF VEHICLE FOR MOBILE DISPENSARY AT PUBLIC HEALTH CENTER PALLASANA,ALATHUR(SC)
282426.0,282431.0,0.7853,78.5,PURCHASE OF VEHICLE FOR MOBILE DISPENSARY AT PUBLIC HEALTH CENTER ELEVANCHERY,PURCHASE OF VEHICLE FOR MOBILE DISPENSARY AT PUBLIC HEALTH CENTER PALLASANA,ALATHUR(SC)
210024.0,210026.0,0.7771,77.7,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210024.0,210027.0,0.7579,75.8,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210024.0,210028.0,0.7467,74.7,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210024.0,210029.0,0.7544,75.4,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210024.0,210030.0,0.7658,76.6,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210026.0,210027.0,0.7956,79.6,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210026.0,210028.0,0.7838,78.4,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210026.0,210029.0,0.7919,79.2,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210026.0,210030.0,0.8482,84.8,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210027.0,210028.0,0.7645,76.4,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210027.0,210029.0,0.8202,82.0,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210027.0,210030.0,0.7756,77.6,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210028.0,210029.0,0.7609,76.1,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210028.0,210030.0,0.7641,76.4,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
210029.0,210030.0,0.772,77.2,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,Installation of Single Unit Mini high Mast Solar Street Light System Six Nos 60W Semi Intregrted Sol,ALIPURDUARS(ST)
299178.0,299179.0,0.7805,78.1,Estimate for construction of Boulder sausage works for protection of paver Block Roads from Nagen Ra,Estimate for construction of Boulder sausage works for protection of paver Block Roads from prafullo,ALIPURDUARS(ST)
299181.0,299183.0,0.8068,80.7,Constuction of paver Road From PMGHY Road to Nagen Rava House Within salbari-II gram panchayat under,Constuction of paver Road From PMGHY Road to Govinda Rava House Within salbari-II gram panchayat und,ALIPURDUARS(ST)
302075.0,302076.0,0.8155,81.6,installation of standalone solar PV high mast as per WBREDA Configuration No-I near Garo basti near ,installation of standalone solar PV high mast as per WBREDA Configuration No-I near Garo basti near ,ALIPURDUARS(ST)
254467.0,254471.0,1.0,100.0,Solar light install in allahabad lokasabha,Solar light install in allahabad lokasabha,ALLAHABAD
254467.0,254474.0,1.0,100.0,Solar light install in allahabad lokasabha,Solar light install in allahabad lokasabha,ALLAHABAD
254467.0,254481.0,1.0,100.0,Solar light install in allahabad lokasabha,Solar light install in allahabad lokasabha,ALLAHABAD
254471.0,254474.0,1.0,100.0,Solar light install in allahabad lokasabha,Solar light install in allahabad lokasabha,ALLAHABAD
254471.0,254481.0,1.0,100.0,Solar light install in allahabad lokasabha,Solar light install in allahabad lokasabha,ALLAHABAD
254473.0,254483.0,1.0,100.0,Solar light install in allahabad loksabha,Solar light install in allahabad loksabha,ALLAHABAD
254473.0,254484.0,1.0,100.0,Solar light install in allahabad loksabha,Solar light install in allahabad loksabha,ALLAHABAD
254474.0,254481.0,1.0,100.0,Solar light install in allahabad lokasabha,Solar light install in allahabad lokasabha,ALLAHABAD
254483.0,254484.0,1.0,100.0,Solar light install in allahabad loksabha,Solar light install in allahabad loksabha,ALLAHABAD
231991.0,231993.0,0.7849,78.5,CONSTRUCTION OF ADDITIONAL ROOMS TO PRESS CLUB IN AMALAPURAM,CONSTRUCTION OF ADDITIONAL ROOMS TO PRESS CLUB IN MACHAVARAM(V),AMALAPURAM(SC)
205026.0,207460.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,209044.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,209344.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,209346.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,209438.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,209504.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,210917.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,211077.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
205026.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
205026.0,273025.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
205026.0,300293.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,209044.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,209344.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,209346.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,209438.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,209504.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,210917.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,211077.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207460.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
207460.0,273025.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
207460.0,300293.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
207461.0,300346.0,1.0,100.0,Construction of SC choupal,Construction of SC choupal,AMBALA (SC)
207461.0,300721.0,1.0,100.0,Construction of SC choupal,Construction of SC choupal,AMBALA (SC)
207461.0,302395.0,1.0,100.0,Construction of SC choupal,Construction of SC choupal,AMBALA (SC)
207461.0,302404.0,1.0,100.0,Construction of SC choupal,Construction of SC choupal,AMBALA (SC)
207462.0,229465.0,1.0,100.0,Completion of SC choupal,Completion of SC Choupal,AMBALA (SC)
207463.0,216812.0,1.0,100.0,Construction of shed in front of Community center,Construction of Shed in front of Community Center,AMBALA (SC)
207463.0,272902.0,1.0,100.0,Construction of shed in front of Community center,Construction of shed in front of community center,AMBALA (SC)
207463.0,300718.0,1.0,100.0,Construction of shed in front of Community center,Construction of shed in front of community center,AMBALA (SC)
207464.0,207916.0,1.0,100.0,Construction of General Choupal,Construction of general Choupal,AMBALA (SC)
207464.0,209349.0,1.0,100.0,Construction of General Choupal,Construction of General Choupal,AMBALA (SC)
207464.0,209351.0,1.0,100.0,Construction of General Choupal,Construction of General Choupal,AMBALA (SC)
207916.0,209349.0,1.0,100.0,Construction of general Choupal,Construction of General Choupal,AMBALA (SC)
207916.0,209351.0,1.0,100.0,Construction of general Choupal,Construction of General Choupal,AMBALA (SC)
209041.0,215434.0,1.0,100.0,Construction of waiting shed in cremation ground.,construction of waiting shed in cremation ground,AMBALA (SC)
209041.0,215436.0,1.0,100.0,Construction of waiting shed in cremation ground.,construction of waiting shed in cremation ground,AMBALA (SC)
209041.0,216806.0,1.0,100.0,Construction of waiting shed in cremation ground.,Construction of waiting shed in cremation ground,AMBALA (SC)
209041.0,216823.0,1.0,100.0,Construction of waiting shed in cremation ground.,Construction of waiting shed in cremation ground.,AMBALA (SC)
209041.0,218205.0,1.0,100.0,Construction of waiting shed in cremation ground.,construction of waiting shed in cremation ground,AMBALA (SC)
209041.0,231640.0,1.0,100.0,Construction of waiting shed in cremation ground.,Construction of waiting shed in cremation ground,AMBALA (SC)
209041.0,300311.0,1.0,100.0,Construction of waiting shed in cremation ground.,Construction of waiting shed in cremation ground,AMBALA (SC)
209041.0,302402.0,1.0,100.0,Construction of waiting shed in cremation ground.,Construction of waiting shed in cremation ground,AMBALA (SC)
209044.0,209344.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209044.0,209346.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209044.0,209438.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209044.0,209504.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209044.0,210917.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209044.0,211077.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209044.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209044.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209044.0,273025.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209044.0,300293.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209141.0,272917.0,1.0,100.0,Construction of shed in cremation ground,Construction of shed in cremation ground (S.C.),AMBALA (SC)
209141.0,278019.0,1.0,100.0,Construction of shed in cremation ground,Construction of shed in cremation ground,AMBALA (SC)
209144.0,209502.0,1.0,100.0,Construction of Shed,Construction of shed,AMBALA (SC)
209144.0,209507.0,1.0,100.0,Construction of Shed,construction of shed,AMBALA (SC)
209144.0,229509.0,1.0,100.0,Construction of Shed,Construction of Shed,AMBALA (SC)
209144.0,272883.0,1.0,100.0,Construction of Shed,Construction of shed,AMBALA (SC)
209144.0,278048.0,1.0,100.0,Construction of Shed,Construction of shed,AMBALA (SC)
209344.0,209346.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209344.0,209438.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209344.0,209504.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209344.0,210917.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209344.0,211077.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209344.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209344.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209344.0,273025.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209344.0,300293.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209346.0,209438.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209346.0,209504.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209346.0,210917.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209346.0,211077.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209346.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209346.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209346.0,273025.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209346.0,300293.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209349.0,209351.0,1.0,100.0,Construction of General Choupal,Construction of General Choupal,AMBALA (SC)
209438.0,209504.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209438.0,210917.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209438.0,211077.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209438.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209438.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209438.0,273025.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209438.0,300293.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209502.0,209507.0,1.0,100.0,Construction of shed,construction of shed,AMBALA (SC)
209502.0,229509.0,1.0,100.0,Construction of shed,Construction of Shed,AMBALA (SC)
209502.0,272883.0,1.0,100.0,Construction of shed,Construction of shed,AMBALA (SC)
209502.0,278048.0,1.0,100.0,Construction of shed,Construction of shed,AMBALA (SC)
209504.0,210917.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209504.0,211077.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209504.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209504.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209504.0,273025.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
209504.0,300293.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
209507.0,229509.0,1.0,100.0,construction of shed,Construction of Shed,AMBALA (SC)
209507.0,272883.0,1.0,100.0,construction of shed,Construction of shed,AMBALA (SC)
209507.0,278048.0,1.0,100.0,construction of shed,Construction of shed,AMBALA (SC)
210917.0,211077.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
210917.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
210917.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
210917.0,273025.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
210917.0,300293.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
211077.0,272980.0,1.0,100.0,Construction of Hall,Construction of Hall,AMBALA (SC)
211077.0,272996.0,1.0,100.0,Construction of Hall,CONSTRUCTION OF HALL,AMBALA (SC)
